
  0%|                                                                                                                                                                                        | 0/5421 [00:00<?, ?it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia


 37%|████████████████████████████████████████████████████████████████▌                                                                                                            | 2023/5421 [04:23<05:57,  9.51it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia


 38%|█████████████████████████████████████████████████████████████████▊                                                                                                           | 2062/5421 [04:27<06:03,  9.25it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia

 38%|██████████████████████████████████████████████████████████████████▍                                                                                                          | 2082/5421 [04:30<05:41,  9.78it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia


 39%|███████████████████████████████████████████████████████████████████▋                                                                                                         | 2120/5421 [04:34<05:47,  9.51it/s]
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: bewickii
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
Actual class: melodia, Predicted class: melodia
